printing_id,printing_code,set_code,card_id,card_name,rarity,variant_name
10242,DT02-EN033,DT02,70583986,"Dewloren, Tiger King of the Ice Barrier",Duel Terminal Ultra Parallel Rare,
10243,DT02-EN034,DT02,6588580,Thermal Genex,Duel Terminal Ultra Parallel Rare,
10244,DT02-EN035,DT02,33972299,Geo Genex,Duel Terminal Super Parallel Rare,
10245,DT02-EN036,DT02,69461394,Ally of Justice Field Marshal,Duel Terminal Ultra Parallel Rare,
10246,DT02-EN037,DT02,21323861,Acid Rain,Duel Terminal Normal Parallel Rare,
10247,DT02-EN038,DT02,86198326,7 Completed,Duel Terminal Normal Parallel Rare,
10248,DT02-EN039,DT02,19230408,Offerings to the Doomed,Duel Terminal Normal Parallel Rare,
10249,DT02-EN040,DT02,98045062,Enemy Controller,Duel Terminal Rare Parallel Rare,
10250,DT02-EN041,DT02,82828051,Earthquake,Duel Terminal Normal Parallel Rare,
10251,DT02-EN042,DT02,30683373,Shield Crush,Duel Terminal Rare Parallel Rare,
10252,DT02-EN043,DT02,92890308,Morphtransition,Duel Terminal Normal Parallel Rare,
10253,DT02-EN044,DT02,25173686,Straight Flush,Duel Terminal Normal Parallel Rare,
10254,DT02-EN045,DT02,60306104,No Entry!!,Duel Terminal Normal Parallel Rare,
10255,DT02-EN046,DT02,68540059,Metalmorph,Duel Terminal Normal Parallel Rare,
10256,DT02-EN047,DT02,62867251,Light of Intervention,Duel Terminal Normal Parallel Rare,
10257,DT02-EN048,DT02,21597117,A Hero Emerges,Duel Terminal Normal Parallel Rare,
10258,DT02-EN049,DT02,19252988,Trap Jammer,Duel Terminal Normal Parallel Rare,
10259,DT02-EN050,DT02,96008713,Magical Arm Shield,Duel Terminal Normal Parallel Rare,
10260,DT02-EN051,DT02,23303072,Montage Dragon,Duel Terminal Rare Parallel Rare,
10261,DT02-EN052,DT02,92720564,Morphtronic Boomboxen,Duel Terminal Normal Parallel Rare,
10262,DT02-EN053,DT02,40348946,Hyper Synchron,Duel Terminal Normal Parallel Rare,
10263,DT02-EN054,DT02,2986553,Twilight Rose Knight,Duel Terminal Normal Parallel Rare,
10264,DT02-EN055,DT02,42035044,Panther Warrior,Duel Terminal Normal Parallel Rare,
10265,DT02-EN056,DT02,31829185,Dark Necrofear,Duel Terminal Rare Parallel Rare,
10266,DT02-EN057,DT02,85087012,Card Trooper,Duel Terminal Super Parallel Rare,
10267,DT02-EN058,DT02,47754278,Infernal Dragon,Duel Terminal Normal Parallel Rare,
10268,DT02-EN059,DT02,15894048,Ultimate Tyranno,Duel Terminal Rare Parallel Rare,
10269,DT02-EN060,DT02,63665875,Goblin Zombie,Duel Terminal Normal Parallel Rare,
10270,DT02-EN061,DT02,97651498,Fabled Lurrie,Duel Terminal Normal Parallel Rare,
10271,DT02-EN062,DT02,24040093,Fabled Grimro,Duel Terminal Super Parallel Rare,
10272,DT02-EN063,DT02,60434101,Fabled Gallabas,Duel Terminal Rare Parallel Rare,
10273,DT02-EN064,DT02,97439806,Fabled Kushano,Duel Terminal Normal Parallel Rare,
10274,DT02-EN065,DT02,23927545,Jurrac Protops,Duel Terminal Normal Parallel Rare,
10275,DT02-EN066,DT02,59312550,Jurrac Velo,Duel Terminal Rare Parallel Rare,
10276,DT02-EN067,DT02,36717258,Jurrac Monoloph,Duel Terminal Normal Parallel Rare,
10277,DT02-EN068,DT02,62701967,Jurrac Tyrannus,Duel Terminal Super Parallel Rare,
10278,DT02-EN069,DT02,99150062,Naturia Antjaw,Duel Terminal Normal Parallel Rare,
10279,DT02-EN070,DT02,25654671,Naturia Spiderfang,Duel Terminal Normal Parallel Rare,
10280,DT02-EN071,DT02,61049315,Naturia Rosewhip,Duel Terminal Rare Parallel Rare,
10281,DT02-EN072,DT02,98437424,Naturia Cosmobeet,Duel Terminal Normal Parallel Rare,
10282,DT02-EN073,DT02,24432029,Genex Blastfan,Duel Terminal Normal Parallel Rare,
10283,DT02-EN074,DT02,51827737,Genex Recycled,Duel Terminal Normal Parallel Rare,
10284,DT02-EN075,DT02,93211836,Genex Army,Duel Terminal Super Parallel Rare,
10285,DT02-EN076,DT02,20700531,Pilgrim of the Ice Barrier,Duel Terminal Normal Parallel Rare,
10286,DT02-EN077,DT02,56704140,Geomancer of the Ice Barrier,Duel Terminal Normal Parallel Rare,
10287,DT02-EN078,DT02,82199284,Mist Valley Falcon,Duel Terminal Normal Parallel Rare,
10288,DT02-EN079,DT02,29587993,Mist Valley Apex Avian,Duel Terminal Rare Parallel Rare,
10289,DT02-EN080,DT02,55982698,Ally of Justice Reverse Break,Duel Terminal Rare Parallel Rare,
10290,DT02-EN081,DT02,82377606,Ally of Justice Unlimiter,Duel Terminal Normal Parallel Rare,
10291,DT02-EN082,DT02,28465301,Worm Opera,Duel Terminal Rare Parallel Rare,
10292,DT02-EN083,DT02,54860010,Worm Prince,Duel Terminal Normal Parallel Rare,
10293,DT02-EN084,DT02,81254059,Worm Queen,Duel Terminal Super Parallel Rare,
10294,DT02-EN085,DT02,17649753,Worm Rakuyeh,Duel Terminal Normal Parallel Rare,
10295,DT02-EN086,DT02,54048462,Fabled Valkyrus,Duel Terminal Ultra Parallel Rare,
10296,DT02-EN087,DT02,80032567,Jurrac Giganoto,Duel Terminal Ultra Parallel Rare,
10297,DT02-EN088,DT02,16527176,Naturia Leodrake,Duel Terminal Super Parallel Rare,
10298,DT02-EN089,DT02,43925870,Windmill Genex,Duel Terminal Ultra Parallel Rare,
10299,DT02-EN090,DT02,89310929,Mist Valley Thunder Lord,Duel Terminal Ultra Parallel Rare,
10300,DT02-EN091,DT02,45247637,Mark of the Rose,Duel Terminal Rare Parallel Rare,
10301,DT02-EN092,DT02,40619825,Axe of Despair,Duel Terminal Normal Parallel Rare,
10302,DT02-EN093,DT02,26412047,Hammer Shot,Duel Terminal Normal Parallel Rare,
10303,DT02-EN094,DT02,85852291,Magical Mallet,Duel Terminal Normal Parallel Rare,
10304,DT02-EN095,DT02,25774450,Mystic Box,Duel Terminal Normal Parallel Rare,
10305,DT02-EN096,DT02,84808313,Big Evolution Pill,Duel Terminal Normal Parallel Rare,
10306,DT02-EN097,DT02,66518841,Prideful Roar,Duel Terminal Normal Parallel Rare,
10307,DT02-EN098,DT02,14730606,Ivy Shackles,Duel Terminal Normal Parallel Rare,
10308,DT02-EN099,DT02,5616412,Destruction Punch,Duel Terminal Normal Parallel Rare,
10309,DT02-EN100,DT02,4206964,Trap Hole,Duel Terminal Normal Parallel Rare,
10310,DT03-EN001,DT03,14898066,Vorse Raider,Duel Terminal Normal Parallel Rare,
10311,DT03-EN002,DT03,49003716,Blackwing - Bora the Spear,Duel Terminal Normal Parallel Rare,
10312,DT03-EN003,DT03,63977008,Junk Synchron,Duel Terminal Rare Parallel Rare,
10313,DT03-EN004,DT03,71625222,Time Wizard,Duel Terminal Normal Parallel Rare,
10314,DT03-EN005,DT03,4335645,Newdoria,Duel Terminal Normal Parallel Rare,
10315,DT03-EN006,DT03,102380,Lava Golem,Duel Terminal Super Parallel Rare,
10316,DT03-EN007,DT03,89312388,Elemental HERO Prisma,Duel Terminal Normal Parallel Rare,
10317,DT03-EN008,DT03,73040500,Fabled Urustos,Duel Terminal Normal Parallel Rare,
10318,DT03-EN009,DT03,19439119,Fabled Krus,Duel Terminal Rare Parallel Rare,
10319,DT03-EN010,DT03,46833854,Fabled Topi,Duel Terminal Normal Parallel Rare,
10320,DT03-EN011,DT03,72328962,Fabled Soulkius,Duel Terminal Super Parallel Rare,
10321,DT03-EN012,DT03,8316661,Fabled Miztoji,Duel Terminal Normal Parallel Rare,
10322,DT03-EN013,DT03,45711266,Jurrac Ptera,Duel Terminal Normal Parallel Rare,
10323,DT03-EN014,DT03,71106375,Jurrac Iguanon,Duel Terminal Rare Parallel Rare,
10324,DT03-EN015,DT03,8594079,Jurrac Brachis,Duel Terminal Normal Parallel Rare,
10325,DT03-EN016,DT03,44689688,Jurrac Spinos,Duel Terminal Rare Parallel Rare,
10326,DT03-EN017,DT03,70083723,Naturia Dragonfly,Duel Terminal Normal Parallel Rare,
10327,DT03-EN018,DT03,7478431,Naturia Sunflower,Duel Terminal Normal Parallel Rare,
10328,DT03-EN019,DT03,33866130,Naturia Cliff,Duel Terminal Super Parallel Rare,
10329,DT03-EN020,DT03,70261145,Naturia Tulip,Duel Terminal Normal Parallel Rare,
10330,DT03-EN021,DT03,6256844,R-Genex Turbo,Duel Terminal Normal Parallel Rare,
10331,DT03-EN022,DT03,32744558,R-Genex Overseer,Duel Terminal Rare Parallel Rare,
10332,DT03-EN023,DT03,65149697,R-Genex Crusher,Duel Terminal Normal Parallel Rare,
10333,DT03-EN024,DT03,1533292,R-Genex Magma,Duel Terminal Normal Parallel Rare,
10334,DT03-EN025,DT03,38528901,Shock Troops of the Ice Barrier,Duel Terminal Normal Parallel Rare,
10335,DT03-EN026,DT03,64926005,Samurai of the Ice Barrier,Duel Terminal Rare Parallel Rare,
10336,DT03-EN027,DT03,90311614,Dewdark of the Ice Barrier,Duel Terminal Normal Parallel Rare,
10337,DT03-EN028,DT03,37806313,Caravan of the Ice Barrier,Duel Terminal Normal Parallel Rare,
10338,DT03-EN029,DT03,3204467,Worm Solid,Duel Terminal Rare Parallel Rare,
10339,DT03-EN030,DT03,30299166,Worm Tentacles,Duel Terminal Normal Parallel Rare,
10340,DT03-EN031,DT03,76683171,Worm Ugly,Duel Terminal Normal Parallel Rare,
10341,DT03-EN032,DT03,2088870,Worm Victory,Duel Terminal Super Parallel Rare,
10342,DT03-EN033,DT03,12652643,Ultimate Ancient Gear Golem,Duel Terminal Normal Parallel Rare,
10343,DT03-EN034,DT03,98502113,Dark Paladin,Duel Terminal Rare Parallel Rare,
10344,DT03-EN035,DT03,35809262,Elemental HERO Flame Wingman,Duel Terminal Normal Parallel Rare,
10345,DT03-EN036,DT03,39477584,Fabled Leviathan,Duel Terminal Ultra Parallel Rare,
10346,DT03-EN037,DT03,65961683,Jurrac Velphito,Duel Terminal Super Parallel Rare,
10347,DT03-EN038,DT03,2956282,Naturia Barkion,Duel Terminal Ultra Parallel Rare,
10348,DT03-EN039,DT03,38354937,Locomotion R-Genex,Duel Terminal Ultra Parallel Rare,
10349,DT03-EN040,DT03,65749035,"Gungnir, Dragon of the Ice Barrier",Duel Terminal Ultra Parallel Rare,
10350,DT03-EN041,DT03,70046172,Rush Recklessly,Duel Terminal Normal Parallel Rare,
10351,DT03-EN042,DT03,71044499,Nobleman of Crossout,Duel Terminal Normal Parallel Rare,
10352,DT03-EN043,DT03,97169186,Smashing Ground,Duel Terminal Rare Parallel Rare,
10353,DT03-EN044,DT03,48976825,Burial from a Different Dimension,Duel Terminal Super Parallel Rare,
10354,DT03-EN045,DT03,76714458,Spell of Pain,Duel Terminal Normal Parallel Rare,
10355,DT03-EN046,DT03,94192409,Compulsory Evacuation Device,Duel Terminal Normal Parallel Rare,
10356,DT03-EN047,DT03,36361633,Threatening Roar,Duel Terminal Rare Parallel Rare,
10357,DT03-EN048,DT03,28378427,Damage Condenser,Duel Terminal Normal Parallel Rare,
10358,DT03-EN049,DT03,29267084,Shadow Spell,Duel Terminal Normal Parallel Rare,
10359,DT03-EN050,DT03,77754944,Widespread Ruin,Duel Terminal Normal Parallel Rare,
10360,DT03-EN051,DT03,14943837,Debris Dragon,Duel Terminal Normal Parallel Rare,
10361,DT03-EN052,DT03,47432275,Kuribon,Duel Terminal Normal Parallel Rare,
10362,DT03-EN053,DT03,87102774,Golden Ladybug,Duel Terminal Normal Parallel Rare,
10363,DT03-EN054,DT03,50287060,Archfiend of Gilfer,Duel Terminal Normal Parallel Rare,
10364,DT03-EN055,DT03,9411399,Destiny HERO - Malicious,Duel Terminal Normal Parallel Rare,
10365,DT03-EN056,DT03,16226786,Night Assailant,Duel Terminal Normal Parallel Rare,
10366,DT03-EN057,DT03,46668237,"Green Baboon, Defender of the Forest",Duel Terminal Normal Parallel Rare,
10367,DT03-EN058,DT03,40044918,Elemental HERO Stratos,Duel Terminal Rare Parallel Rare,
10368,DT03-EN059,DT03,28183605,Dragunity Dux,Duel Terminal Super Parallel Rare,
10369,DT03-EN060,DT03,54578613,Dragunity Legionnaire,Duel Terminal Normal Parallel Rare,
10370,DT03-EN061,DT03,81962318,Dragunity Tribus,Duel Terminal Rare Parallel Rare,
10371,DT03-EN062,DT03,13361027,Dragunity Darkspear,Duel Terminal Normal Parallel Rare,
10372,DT03-EN063,DT03,59755122,Dragunity Phalanx,Duel Terminal Rare Parallel Rare,
10373,DT03-EN064,DT03,86840720,Fabled Dyf,Duel Terminal Normal Parallel Rare,
10374,DT03-EN065,DT03,12235475,Fabled Ashenveil,Duel Terminal Super Parallel Rare,
10375,DT03-EN066,DT03,49633574,Fabled Oltro,Duel Terminal Normal Parallel Rare,
10376,DT03-EN067,DT03,85028288,Jurrac Titano,Duel Terminal Super Parallel Rare,
10377,DT03-EN068,DT03,11012887,Jurrac Guaiba,Duel Terminal Normal Parallel Rare,
10378,DT03-EN069,DT03,48411996,Jurrac Stauriko,Duel Terminal Normal Parallel Rare,
10379,DT03-EN070,DT03,84905691,Naturia Horneedle,Duel Terminal Rare Parallel Rare,
10380,DT03-EN071,DT03,11390349,Naturia Fruitfly,Duel Terminal Normal Parallel Rare,
10381,DT03-EN072,DT03,47795344,Naturia Hydrangea,Duel Terminal Normal Parallel Rare,
10382,DT03-EN073,DT03,73783043,R-Genex Accelerator,Duel Terminal Normal Parallel Rare,
10383,DT03-EN074,DT03,10178757,R-Genex Oracle,Duel Terminal Normal Parallel Rare,
10384,DT03-EN075,DT03,46572756,R-Genex Ultimum,Duel Terminal Rare Parallel Rare,
10385,DT03-EN076,DT03,73061465,Spellbreaker of the Ice Barrier,Duel Terminal Normal Parallel Rare,
10386,DT03-EN077,DT03,9056100,General Grunard of the Ice Barrier,Duel Terminal Super Parallel Rare,
10387,DT03-EN078,DT03,45450218,Ally of Justice Omni-Weapon,Duel Terminal Super Parallel Rare,
10388,DT03-EN079,DT03,72845813,Ally of Justice Quarantine,Duel Terminal Normal Parallel Rare,
10389,DT03-EN080,DT03,8233522,Ally of Justice Cycle Reader,Duel Terminal Rare Parallel Rare,
10390,DT03-EN081,DT03,35638627,Worm Warlord,Duel Terminal Rare Parallel Rare,
10391,DT03-EN082,DT03,11722335,Worm Xex,Duel Terminal Normal Parallel Rare,
10392,DT03-EN083,DT03,47111934,Worm Yagan,Duel Terminal Normal Parallel Rare,
10393,DT03-EN084,DT03,74506079,Worm Zero,Duel Terminal Super Parallel Rare,
10394,DT03-EN085,DT03,74157028,Cyber Twin Dragon,Duel Terminal Normal Parallel Rare,
10395,DT03-EN086,DT03,25366484,Elemental HERO Shining Flare Wingman,Duel Terminal Rare Parallel Rare,
10396,DT03-EN087,DT03,900787,Dragunity Knight - Gae Bulg,Duel Terminal Ultra Parallel Rare,
10397,DT03-EN088,DT03,47395382,Fabled Ragin,Duel Terminal Ultra Parallel Rare,
10398,DT03-EN089,DT03,73483491,Vindikite R-Genex,Duel Terminal Ultra Parallel Rare,
10399,DT03-EN090,DT03,9888196,Ally of Justice Decisive Armor,Duel Terminal Ultra Parallel Rare,
10400,DT03-EN091,DT03,43434803,The Shallow Grave,Duel Terminal Normal Parallel Rare,
10401,DT03-EN092,DT03,56747793,United We Stand,Duel Terminal Normal Parallel Rare,
10402,DT03-EN093,DT03,14087893,Book of Moon,Duel Terminal Rare Parallel Rare,
10403,DT03-EN094,DT03,87910978,Brain Control,Duel Terminal Normal Parallel Rare,
10404,DT03-EN095,DT03,45809008,Destiny Draw,Duel Terminal Normal Parallel Rare,
10405,DT03-EN096,DT03,93217231,Offering to the Snake Deity,Duel Terminal Normal Parallel Rare,
10406,DT03-EN097,DT03,46502013,Pixie Ring,Duel Terminal Normal Parallel Rare,
10407,DT03-EN098,DT03,82732705,Skill Drain,Duel Terminal Normal Parallel Rare,
10408,DT03-EN099,DT03,80604092,Ultimate Offering,Duel Terminal Rare Parallel Rare,
10409,DT03-EN100,DT03,12607053,Waboku,Duel Terminal Normal Parallel Rare,
10410,DT04-EN001,DT04,72992744,Jester Lord,Duel Terminal Normal Parallel Rare,
10411,DT04-EN002,DT04,41230939,Cyberdark Horn,Duel Terminal Normal Parallel Rare,
10412,DT04-EN003,DT04,39507162,Blade Knight,Duel Terminal Rare Parallel Rare,
10413,DT04-EN004,DT04,50939127,Different Dimension Dragon,Duel Terminal Normal Parallel Rare,
10414,DT04-EN005,DT04,81306586,Nightmare Penguin,Duel Terminal Normal Parallel Rare,
10415,DT04-EN006,DT04,5438492,Warrior Lady of the Wasteland,Duel Terminal Normal Parallel Rare,
10416,DT04-EN007,DT04,89252153,Elemental HERO Necroshade,Duel Terminal Normal Parallel Rare,
10417,DT04-EN008,DT04,39180960,Rigorous Reaver,Duel Terminal Normal Parallel Rare,
10418,DT04-EN009,DT04,20546916,Botanical Lion,Duel Terminal Normal Parallel Rare,
10419,DT04-EN010,DT04,79473793,White Night Dragon,Duel Terminal Super Parallel Rare,
10420,DT04-EN011,DT04,57238939,Genex Ally Remote,Duel Terminal Rare Parallel Rare,
10421,DT04-EN012,DT04,94622638,Genex Ally Powercell,Duel Terminal Super Parallel Rare,
10422,DT04-EN013,DT04,20127343,Genex Ally Changer,Duel Terminal Normal Parallel Rare,
10423,DT04-EN014,DT04,56511382,Genex Ally Volcannon,Duel Terminal Normal Parallel Rare,
10424,DT04-EN015,DT04,83500096,Genex Ally Solid,Duel Terminal Normal Parallel Rare,
10425,DT04-EN016,DT04,29905795,The Fabled Chawa,Duel Terminal Normal Parallel Rare,
10426,DT04-EN017,DT04,56399890,The Fabled Catsith,Duel Terminal Rare Parallel Rare,
10427,DT04-EN018,DT04,82888408,The Fabled Cerburrel,Duel Terminal Super Parallel Rare,
10428,DT04-EN019,DT04,18282103,The Fabled Ganashia,Duel Terminal Normal Parallel Rare,
10429,DT04-EN020,DT04,55277252,The Fabled Nozoochee,Duel Terminal Normal Parallel Rare,
10430,DT04-EN021,DT04,81661951,Dragunity Militum,Duel Terminal Rare Parallel Rare,
10431,DT04-EN022,DT04,18060565,Dragunity Primus Pilus,Duel Terminal Super Parallel Rare,
10432,DT04-EN023,DT04,54455664,Dragunity Brandistock,Duel Terminal Normal Parallel Rare,
10433,DT04-EN024,DT04,80549379,Dragunity Javelin,Duel Terminal Normal Parallel Rare,
10434,DT04-EN025,DT04,17948378,Jurrac Dino,Duel Terminal Normal Parallel Rare,
10435,DT04-EN026,DT04,43332022,Jurrac Gallim,Duel Terminal Normal Parallel Rare,
10436,DT04-EN027,DT04,80727721,Jurrac Aeolo,Duel Terminal Normal Parallel Rare,
10437,DT04-EN028,DT04,16111820,Jurrac Herra,Duel Terminal Rare Parallel Rare,
10438,DT04-EN029,DT04,42110434,Naturia Butterfly,Duel Terminal Rare Parallel Rare,
10439,DT04-EN030,DT04,19605133,Naturia Ladybug,Duel Terminal Normal Parallel Rare,
10440,DT04-EN031,DT04,55099248,Naturia Strawberry,Duel Terminal Normal Parallel Rare,
10441,DT04-EN032,DT04,82498947,Defender of the Ice Barrier,Duel Terminal Rare Parallel Rare,
10442,DT04-EN033,DT04,18482591,Warlock of the Ice Barrier,Duel Terminal Normal Parallel Rare,
10443,DT04-EN034,DT04,44877690,Sacred Spirit of the Ice Barrier,Duel Terminal Normal Parallel Rare,
10444,DT04-EN035,DT04,81275309,General Raiho of the Ice Barrier,Duel Terminal Super Parallel Rare,
10445,DT04-EN036,DT04,41517968,Elemental HERO Darkbright,Duel Terminal Normal Parallel Rare,
10446,DT04-EN037,DT04,6150044,Arcana Knight Joker,Duel Terminal Rare Parallel Rare,
10447,DT04-EN038,DT04,17760003,Genex Ally Triarm,Duel Terminal Ultra Parallel Rare,
10448,DT04-EN039,DT04,44155002,The Fabled Unicore,Duel Terminal Super Parallel Rare,
10449,DT04-EN040,DT04,80159717,Dragunity Knight - Trident,Duel Terminal Ultra Parallel Rare,
10450,DT04-EN041,DT04,17548456,Jurrac Meteor,Duel Terminal Ultra Parallel Rare,
10451,DT04-EN042,DT04,43932460,Naturia Landoise,Duel Terminal Ultra Parallel Rare,
10452,DT04-EN043,DT04,24094653,Polymerization,Duel Terminal Normal Parallel Rare,
10453,DT04-EN044,DT04,22046459,Megamorph,Duel Terminal Normal Parallel Rare,
10454,DT04-EN045,DT04,23171610,Limiter Removal,Duel Terminal Normal Parallel Rare,
10455,DT04-EN046,DT04,20065322,The Flute of Summoning Kuriboh,Duel Terminal Normal Parallel Rare,
10456,DT04-EN047,DT04,46480475,Discord,Duel Terminal Normal Parallel Rare,
10457,DT04-EN048,DT04,93016201,Royal Oppression,Duel Terminal Normal Parallel Rare,
10458,DT04-EN049,DT04,53567095,Icarus Attack,Duel Terminal Rare Parallel Rare,
10459,DT04-EN050,DT04,49010598,Divine Wrath,Duel Terminal Normal Parallel Rare,
10460,DT04-EN051,DT04,84290642,Snipe Hunter,Duel Terminal Normal Parallel Rare,
10461,DT04-EN052,DT04,56209279,Infernity Necromancer,Duel Terminal Normal Parallel Rare,
10462,DT04-EN053,DT04,77625948,Cyberdark Edge,Duel Terminal Normal Parallel Rare,
10463,DT04-EN054,DT04,48343627,Grave Squirmer,Duel Terminal Rare Parallel Rare,
10464,DT04-EN055,DT04,79109599,King of the Swamp,Duel Terminal Normal Parallel Rare,
10465,DT04-EN056,DT04,39191307,Masked Dragon,Duel Terminal Normal Parallel Rare,
10466,DT04-EN057,DT04,13945283,Wall of Illusion,Duel Terminal Normal Parallel Rare,
10467,DT04-EN058,DT04,75434695,Elemental HERO Woodsman,Duel Terminal Rare Parallel Rare,
10468,DT04-EN059,DT04,20586572,Exploder Dragon,Duel Terminal Normal Parallel Rare,
10469,DT04-EN060,DT04,88264978,Red-Eyes Darkness Metal Dragon,Duel Terminal Normal Parallel Rare,
10470,DT04-EN061,DT04,66378485,Neo Flamvell Origin,Duel Terminal Normal Parallel Rare,
10471,DT04-EN062,DT04,2377034,Neo Flamvell Hedgehog,Duel Terminal Rare Parallel Rare,
10472,DT04-EN063,DT04,39761138,Neo Flamvell Shaman,Duel Terminal Normal Parallel Rare,
10473,DT04-EN064,DT04,65156847,Neo Flamvell Garuda,Duel Terminal Normal Parallel Rare,
10474,DT04-EN065,DT04,91554542,Neo Flamvell Sabre,Duel Terminal Super Parallel Rare,
10475,DT04-EN066,DT04,38049541,Genex Ally Chemistrer,Duel Terminal Normal Parallel Rare,
10476,DT04-EN067,DT04,64034255,Genex Ally Birdman,Duel Terminal Normal Parallel Rare,
10477,DT04-EN068,DT04,91438994,Genex Ally Bellflame,Duel Terminal Rare Parallel Rare,
10478,DT04-EN069,DT04,27827903,Genex Ally Crusher,Duel Terminal Normal Parallel Rare,
10479,DT04-EN070,DT04,63211608,Genex Ally Reliever,Duel Terminal Super Parallel Rare,
10480,DT04-EN071,DT04,90616316,The Fabled Peggulsus,Duel Terminal Normal Parallel Rare,
10481,DT04-EN072,DT04,26704411,The Fabled Kokkator,Duel Terminal Normal Parallel Rare,
10482,DT04-EN073,DT04,53199020,Fabled Dianaira,Duel Terminal Rare Parallel Rare,
10483,DT04-EN074,DT04,99594764,Dragunity Corsesca,Duel Terminal Normal Parallel Rare,
10484,DT04-EN075,DT04,25988873,Dragunity Partisan,Duel Terminal Normal Parallel Rare,
10485,DT04-EN076,DT04,52977572,Dragunity Pilum,Duel Terminal Rare Parallel Rare,
10486,DT04-EN077,DT04,88361177,Dragunity Angusticlavii,Duel Terminal Normal Parallel Rare,
10487,DT04-EN078,DT04,25866285,Naturia Stinkbug,Duel Terminal Normal Parallel Rare,
10488,DT04-EN079,DT04,51254980,Naturia Mantis,Duel Terminal Normal Parallel Rare,
10489,DT04-EN080,DT04,87649699,Naturia Ragweed,Duel Terminal Normal Parallel Rare,
10490,DT04-EN081,DT04,24644634,Naturia White Oak,Duel Terminal Super Parallel Rare,
10491,DT04-EN082,DT04,50032342,Strategist of the Ice Barrier,Duel Terminal Normal Parallel Rare,
10492,DT04-EN083,DT04,27527047,Secret Guards of the Ice Barrier,Duel Terminal Normal Parallel Rare,
10493,DT04-EN084,DT04,53921056,General Gantala of the Ice Barrier,Duel Terminal Super Parallel Rare,
10494,DT04-EN085,DT04,99916754,Naturia Exterio,Duel Terminal Ultra Parallel Rare,
10495,DT04-EN086,DT04,3366982,Alligator's Sword Dragon,Duel Terminal Normal Parallel Rare,
10496,DT04-EN087,DT04,74711057,Elemental HERO Terra Firma,Duel Terminal Normal Parallel Rare,
10497,DT04-EN087,DT04,74711057,Elemental HERO Terra Firma,Duel Terminal Rare Parallel Rare,
10498,DT04-EN088,DT04,26304459,Ancient Flamvell Deity,Duel Terminal Ultra Parallel Rare,
10499,DT04-EN089,DT04,52709508,Genex Ally Triforce,Duel Terminal Ultra Parallel Rare,
10500,DT04-EN090,DT04,89194103,The Fabled Kudabbi,Duel Terminal Super Parallel Rare,
10501,DT04-EN091,DT04,25682811,Dragunity Knight - Barcha,Duel Terminal Super Parallel Rare,
10502,DT04-EN092,DT04,52687916,"Trishula, Dragon of the Ice Barrier",Duel Terminal Ultra Parallel Rare,
10503,DT04-EN093,DT04,1845204,Instant Fusion,Duel Terminal Normal Parallel Rare,
10504,DT04-EN094,DT04,95286165,De-Fusion,Duel Terminal Normal Parallel Rare,
10505,DT04-EN095,DT04,74848038,Monster Reincarnation,Duel Terminal Normal Parallel Rare,
10506,DT04-EN096,DT04,88190790,Assault Armor,Duel Terminal Rare Parallel Rare,
10507,DT04-EN097,DT04,93895605,Hate Buster,Duel Terminal Normal Parallel Rare,
10508,DT04-EN098,DT04,64697231,Trap Dustshoot,Duel Terminal Normal Parallel Rare,
10509,DT04-EN099,DT04,63356631,Phoenix Wing Wind Blast,Duel Terminal Normal Parallel Rare,
10510,DT04-EN100,DT04,58921041,Anti-Spell Fragrance,Duel Terminal Rare Parallel Rare,
10511,DT05-EN001,DT05,70781052,Summoned Skull,Duel Terminal Rare Parallel Rare,
10512,DT05-EN002,DT05,3019642,Cyberdark Keel,Duel Terminal Normal Parallel Rare,
10513,DT05-EN003,DT05,24508238,D.D. Crow,Duel Terminal Normal Parallel Rare,
10514,DT05-EN004,DT05,4906301,Necro Gardna,Duel Terminal Normal Parallel Rare,
10515,DT05-EN005,DT05,57421866,Level Eater,Duel Terminal Normal Parallel Rare,
10516,DT05-EN006,DT05,58551308,Spear Cretin,Duel Terminal Normal Parallel Rare,
10517,DT05-EN007,DT05,93013676,Maha Vailo,Duel Terminal Normal Parallel Rare,
10518,DT05-EN008,DT05,22567609,Nimble Momonga,Duel Terminal Normal Parallel Rare,
10519,DT05-EN009,DT05,1995985,Silent Swordsman LV3,Duel Terminal Normal Parallel Rare,
10520,DT05-EN010,DT05,37970940,Aussa the Earth Charmer,Duel Terminal Normal Parallel Rare,
10521,DT05-EN011,DT05,78636495,Slate Warrior,Duel Terminal Normal Parallel Rare,
10522,DT05-EN012,DT05,11662742,Gellenduo,Duel Terminal Normal Parallel Rare,
10523,DT05-EN013,DT05,26701483,Card Ejector,Duel Terminal Normal Parallel Rare,
10524,DT05-EN014,DT05,37195861,Elemental HERO Ocean,Duel Terminal Normal Parallel Rare,
10525,DT05-EN015,DT05,27769400,Tualatin,Duel Terminal Super Parallel Rare,
10526,DT05-EN016,DT05,91731841,Gem-Knight Garnet,Duel Terminal Normal Parallel Rare,
10527,DT05-EN017,DT05,27126980,Gem-Knight Sapphire,Duel Terminal Normal Parallel Rare,
10528,DT05-EN018,DT05,54620698,Gem-Knight Tourmaline,Duel Terminal Normal Parallel Rare,
10529,DT05-EN019,DT05,90019393,Gem-Knight Alexandrite,Duel Terminal Super Parallel Rare,
10530,DT05-EN020,DT05,27004302,Gem-Armadillo,Duel Terminal Rare Parallel Rare,
